	SubjectID1	SubjectID2	Group1	Group2	Distance
53	MN1Mar8	MN28Feb3	no	no	0.46039511139141254
54	MN1Mar8	MN3Mar7	no	no	0.2945437810012443
55	MN1Mar4	MN1Mar13	no	no	0.6322975437639559
56	MN1Mar4	MN1Mar5	no	no	0.6461554195714797
57	MN1Mar4	MN28Feb4	no	no	0.5773092198339782
58	MN1Mar4	MN1Mar9	no	no	0.35657183766001327
59	MN1Mar4	MN1Mar15	no	no	0.4255714456167863
60	MN1Mar4	MN3Mar3	no	no	0.4770484258612167
61	MN1Mar4	MN1Mar3	no	no	0.5618661257606491
62	MN1Mar4	MN28Feb2	no	no	0.72764927472003
63	MN1Mar4	MN28Feb3	no	no	0.34951505957352513
64	MN1Mar4	MN3Mar7	no	no	0.4379463753046858
65	MN1Mar4	MN1Mar8	no	no	0.541769649036085
66	MN1Mar6	MN1Mar13	no	no	0.43748615064687135
67	MN1Mar6	MN1Mar5	no	no	0.40724768609269263
68	MN1Mar6	MN28Feb4	no	no	0.5539059437162289
69	MN1Mar6	MN1Mar9	no	no	0.6172635382753507
70	MN1Mar6	MN1Mar15	no	no	0.7225868034840711
71	MN1Mar6	MN3Mar3	no	no	0.34651507661888287
72	MN1Mar6	MN1Mar3	no	no	0.34356622973733103
73	MN1Mar6	MN28Feb2	no	no	0.48415634002079533
74	MN1Mar6	MN28Feb3	no	no	0.5117527741319652
75	MN1Mar6	MN3Mar7	no	no	0.46082124533383334
76	MN1Mar6	MN1Mar8	no	no	0.3987420526019739
77	MN1Mar6	MN1Mar4	no	no	0.591576184226226
78	MN1Mar14	MN1Mar13	no	no	0.4575314912983449
79	MN1Mar14	MN1Mar5	no	no	0.5473775717183426
80	MN1Mar14	MN28Feb4	no	no	0.48475292754018445
81	MN1Mar14	MN1Mar9	no	no	0.41907716433429354
82	MN1Mar14	MN1Mar15	no	no	0.5381901239197504
83	MN1Mar14	MN3Mar3	no	no	0.3601684081340447
84	MN1Mar14	MN1Mar3	no	no	0.48456542860551927
85	MN1Mar14	MN28Feb2	no	no	0.6478770006988597
86	MN1Mar14	MN28Feb3	no	no	0.3580547837796376
